[ 2012-10-19T17:08:16+08:00 ] /yconfig/index.php | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000110s ]
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000061s ]
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000764s ]
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000066s ]
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000368s ]
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '19' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000054s ]
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000067s ]
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000052s ]
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000080s ]
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:45+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000869s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000069s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000356s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1160' ) LIMIT 1  [ RunTime:0.000059s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '19' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000066s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000062s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000055s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000063s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1160/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000759s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000072s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000371s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1191' ) LIMIT 1  [ RunTime:0.000206s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '19' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000067s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000054s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000052s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000066s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000100s ]
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:46+08:00 ] /yconfig/index.php/Category/edit/id/1191/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000826s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000069s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000367s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1192' ) LIMIT 1  [ RunTime:0.000217s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '1191' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000070s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000059s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000052s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000058s ]
[ 2012-10-19T17:32:47+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000063s ]
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:48+08:00 ] /yconfig/index.php/Category/edit/id/1192/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:36:43+08:00 ] /yconfig/index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000807s ]
[ 2012-10-19T17:36:43+08:00 ] /yconfig/index.php/Index/main | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000095s ]
[ 2012-10-19T17:36:43+08:00 ] /yconfig/index.php/Index/main | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000529s ]
[ 2012-10-19T17:36:43+08:00 ] /yconfig/index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000217s ]
[ 2012-10-19T17:36:43+08:00 ] /yconfig/index.php/Index/main | NOTIC: [8] Undefined variable: where IndexAction.class.php 第 28 行.
[ 2012-10-19T17:36:43+08:00 ] /yconfig/index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000117s ]
[ 2012-10-19T17:36:43+08:00 ] /yconfig/index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000169s ]
[ 2012-10-19T17:36:43+08:00 ] /yconfig/index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-10-19T17:40:54+08:00 ] /yconfig/index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000832s ]
[ 2012-10-19T17:40:54+08:00 ] /yconfig/index.php/Index/main | SQL: SELECT * FROM `y_account` WHERE ( `id` = '6' ) LIMIT 1  [ RunTime:0.000133s ]
[ 2012-10-19T17:40:54+08:00 ] /yconfig/index.php/Index/main | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-19T17:40:54+08:00 ] /yconfig/index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000296s ]
[ 2012-10-19T17:40:54+08:00 ] /yconfig/index.php/Index/main | NOTIC: [8] Undefined variable: where IndexAction.class.php 第 28 行.
[ 2012-10-19T17:40:54+08:00 ] /yconfig/index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000197s ]
[ 2012-10-19T17:40:54+08:00 ] /yconfig/index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000245s ]
[ 2012-10-19T17:40:54+08:00 ] /yconfig/index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-10-19T17:40:59+08:00 ] /yconfig/index.php/Account/edit/id/2 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000764s ]
[ 2012-10-19T17:40:59+08:00 ] /yconfig/index.php/Account/edit/id/2 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '2' ) LIMIT 1  [ RunTime:0.000178s ]
[ 2012-10-19T17:40:59+08:00 ] /yconfig/index.php/Account/edit/id/2 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000369s ]
[ 2012-10-19T17:40:59+08:00 ] /yconfig/index.php/Account/edit/id/2 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '2' ) LIMIT 1  [ RunTime:0.000137s ]
[ 2012-10-19T17:40:59+08:00 ] /yconfig/index.php/Account/edit/id/2 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000066s ]
[ 2012-10-19T17:40:59+08:00 ] /yconfig/index.php/Account/edit/id/2 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) ORDER BY ordernum desc [ RunTime:0.000066s ]
[ 2012-10-19T17:40:59+08:00 ] /yconfig/index.php/Account/edit/id/2 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 278 行.
